drug_index,drug,smiles,murcko_scaffold,split_group,has_murcko_scaffold,n_positive,scaffold_fold
357,terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1,O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1,True,43,1
358,terbinafine,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,c1ccc2ccccc2c1,c1ccc2ccccc2c1,True,60,7
359,terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,c1ccccc1,c1ccccc1,True,21,0
360,terconazole,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,c1ccc(C2(Cn3cncn3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,c1ccc(C2(Cn3cncn3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,True,6,8
361,testosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,True,68,1
362,thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,True,88,4
363,thiotepa,C1CN1P(=S)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,S=P(N1CC1)(N1CC1)N1CC1,True,17,4
364,tiagabine,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,C(CCN1CCCCC1)=C(c1cccs1)c1cccs1,C(CCN1CCCCC1)=C(c1cccs1)c1cccs1,True,235,9
365,tiaprofenic.acid,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,O=C(c1ccccc1)c1cccs1,O=C(c1ccccc1)c1cccs1,True,26,1
366,timolol,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,c1nsnc1N1CCOCC1,c1nsnc1N1CCOCC1,True,31,3
367,tinidazole,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,c1c[nH]cn1,c1c[nH]cn1,True,16,5
368,tirofiban,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,c1ccc(OCCCCC2CCNCC2)cc1,c1ccc(OCCCCC2CCNCC2)cc1,True,9,3
369,tizanidine,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,c1cc(NC2=NCCN2)c2nsnc2c1,c1cc(NC2=NCCN2)c2nsnc2c1,True,159,7
370,tobramycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,True,67,6
371,tolterodine,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,True,16,8
372,topiramate,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,C1OC2COC3OCOC3C2O1,C1OC2COC3OCOC3C2O1,True,271,1
373,topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,True,60,4
374,toremifene,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,True,23,2
375,tramadol,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,c1ccc(C2CCCCC2)cc1,c1ccc(C2CCCCC2)cc1,True,247,7
376,trandolapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,O=C(CNCCCc1ccccc1)N1CCC2CCCCC21,O=C(CNCCCc1ccccc1)N1CCC2CCCCC21,True,37,7
377,tranexamic.acid,C1CC(CCC1CN)C(=O)O,C1CCCCC1,C1CCCCC1,True,19,5
378,trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12,True,66,1
379,alitretinoin,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,C1=CCCCC1,C1=CCCCC1,True,32,6
380,isotretinoin,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,C1=CCCCC1,C1=CCCCC1,True,16,6
381,tretinoin,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,C1=CCCCC1,C1=CCCCC1,True,108,6
382,triamcinolone,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,True,22,8
383,triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,True,9,3
384,trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,c1ccc(Cc2cncnc2)cc1,c1ccc(Cc2cncnc2)cc1,True,74,3
385,trimetrexate,CC1=C(C=CC2=C1C(=[NH+]C(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,c1ccc(NCc2ccc3nc[nH+]cc3c2)cc1,c1ccc(NCc2ccc3nc[nH+]cc3c2)cc1,True,20,8
386,tropisetron,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12,O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12,True,7,6
387,trospium,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(c1ccccc1)c1ccccc1,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(c1ccccc1)c1ccccc1,True,18,4
388,delavirdine,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,O=C(c1cc2ccccc2[nH]1)N1CCN(c2ccccn2)CC1,O=C(c1cc2ccccc2[nH]1)N1CCN(c2ccccn2)CC1,True,5,6
389,ursodeoxycholic.acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,C1CCC2C(C1)CCC1C3CCCC3CCC21,C1CCC2C(C1)CCC1C3CCCC3CCC21,True,29,9
390,valaciclovir,CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,O=c1nc[nH]c2[nH]cnc12,O=c1nc[nH]c2[nH]cnc12,True,65,4
391,valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,c1ccc(-c2ccccc2-c2nn[nH]n2)cc1,c1ccc(-c2ccccc2-c2nn[nH]n2)cc1,True,32,9
392,vancomycin,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,O=C1CCc2ccc(cc2)Oc2cc3cc(c2OC2OCCCC2OC2CCCCO2)Oc2ccc(cc2)CC2NC(=O)C(NC(=O)C3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,O=C1CCc2ccc(cc2)Oc2cc3cc(c2OC2OCCCC2OC2CCCCO2)Oc2ccc(cc2)CC2NC(=O)C(NC(=O)C3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,True,12,0
393,venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,c1ccc(CC2CCCCC2)cc1,c1ccc(CC2CCCCC2)cc1,True,400,9
394,vigabatrin,C=CC(CCC(=O)O)N,,ACYCLIC::C=CC(N)CCC(=O)O,False,112,9
395,vinorelbine,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,C1=CC2CC(c3ccc4c(c3)C35CCN6CC=CC(CCC3N4)C65)c3[nH]c4ccccc4c3CN(C1)C2,C1=CC2CC(c3ccc4c(c3)C35CCN6CC=CC(CCC3N4)C65)c3[nH]c4ccccc4c3CN(C1)C2,True,53,1
396,zafirlukast,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,O=C(Nc1ccc2[nH]cc(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3)c2c1)OC1CCCC1,O=C(Nc1ccc2[nH]cc(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3)c2c1)OC1CCCC1,True,16,9
397,zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,c1ccc(-c2ccnc3ccnn23)cc1,c1ccc(-c2ccnc3ccnn23)cc1,True,230,0
398,zanamivir,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,C1=COCCC1,C1=COCCC1,True,9,4
399,zidovudine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],O=c1ccn(C2CCCO2)c(=O)[nH]1,O=c1ccn(C2CCCO2)c(=O)[nH]1,True,65,8
400,zolmitriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,O=C1NC(Cc2ccc3[nH]ccc3c2)CO1,O=C1NC(Cc2ccc3[nH]ccc3c2)CO1,True,193,2
401,zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,c1ccc(-c2cn3ccccc3n2)cc1,c1ccc(-c2cn3ccccc3n2)cc1,True,244,4
402,zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,c1ccc2oncc2c1,c1ccc2oncc2c1,True,165,7
403,eszopiclone,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1,O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1,True,164,9
404,oxytocin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,True,9,5
405,phentolamine,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,True,22,1
406,vincristine,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,C1=CC2CCC3Nc4ccc(C5CC6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4C34CCN(C1)C24,C1=CC2CCC3Nc4ccc(C5CC6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4C34CCN(C1)C24,True,37,2
407,tetrabenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,O=C1CCN2CCc3ccccc3C2C1,O=C1CCN2CCc3ccccc3C2C1,True,6,0
408,mercaptamine,C(CS)N,,ACYCLIC::NCCS,False,31,6
409,hydroxyprogesterone,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,True,7,1
410,albumin,C(C(F)(F)F)(C(F)(F)F)(F)F,,ACYCLIC::FC(F)(F)C(F)(F)C(F)(F)F,False,51,7
411,benzoyl.peroxide,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,O=C(OOC(=O)c1ccccc1)c1ccccc1,O=C(OOC(=O)c1ccccc1)c1ccccc1,True,9,4
412,aminophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]c(=O)c2[nH]cnc2[nH]1,O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]c(=O)c2[nH]cnc2[nH]1,True,20,3
413,sodium.oxybate,C(CC(=O)O)CO,,ACYCLIC::O=C(O)CCCO,False,36,8
414,desonide,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)C,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,True,20,7
415,arsenic.trioxide,[O-2].[O-2].[O-2].[As+3].[As+3],,ACYCLIC::[As+3].[As+3].[O-2].[O-2].[O-2],False,40,6
416,amiloride,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl,c1cnccn1,c1cnccn1,True,5,3
417,pimozide,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccccc2)c2ccccc2)CC1,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccccc2)c2ccccc2)CC1,True,28,4
418,fluorescein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,True,48,3
419,decitabine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1C1CCCO1,O=c1ncncn1C1CCCO1,True,129,2
420,hydrocodone,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,True,17,9
421,sodium.aurothiomalate,C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+],,ACYCLIC::O=C([O-])CC([S-])C(=O)[O-].[Au+].[Na+].[Na+],False,6,2
422,samarium.(153Sm).lexidronam,[Sm],,ACYCLIC::[Sm],False,24,8
423,technetium.(99mTc).exametazime,[Tc],,ACYCLIC::[Tc],False,6,9
424,isosorbide.mononitrate,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,C1CC2OCCC2O1,C1CC2OCCC2O1,True,9,3
425,desmopressin,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,True,28,7
426,conjugated.estrogens,CC12CCC3C(=CCC4=C3C=CC(=C4)OS(=O)(=O)O)C1CCC2=O,O=C1CCC2C3=CCc4ccccc4C3CCC12,O=C1CCC2C3=CCc4ccccc4C3CCC12,True,17,9
427,dexrazoxane,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,O=C1CN(CCN2CC(=O)NC(=O)C2)CC(=O)N1,O=C1CN(CCN2CC(=O)NC(=O)C2)CC(=O)N1,True,23,1
428,oxcarbazepine,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,O=C1Cc2ccccc2Nc2ccccc21,O=C1Cc2ccccc2Nc2ccccc21,True,127,8
429,gonadorelin,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,True,24,2
430,halofantrine,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl,c1ccc2c(c1)ccc1ccccc12,c1ccc2c(c1)ccc1ccccc12,True,13,4
431,pentosan.polysulfate.sodium,C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,C1CCC(OC2CCCOC2)OC1,C1CCC(OC2CCCOC2)OC1,True,10,4
432,bezafibrate,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,O=C(NCCc1ccccc1)c1ccccc1,O=C(NCCc1ccccc1)c1ccccc1,True,20,7
433,nabilone,CCCCCCC(C)(C)C1=CC2=C(C3CC(=O)CCC3C(O2)(C)C)C(=C1)O,O=C1CCC2COc3ccccc3C2C1,O=C1CCC2COc3ccccc3C2C1,True,15,3
434,pinaverium,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-],c1ccc(C[N+]2(CCOCCC3CCC4CC3C4)CCOCC2)cc1,c1ccc(C[N+]2(CCOCCC3CCC4CC3C4)CCOCC2)cc1,True,8,1
435,etonogestrel,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,C=C1CC2CCCC2C2CCC3=CC(=O)CCC3C12,C=C1CC2CCCC2C2CCC3=CC(=O)CCC3C12,True,26,2
436,acitretin,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,c1ccccc1,c1ccccc1,True,31,0
437,nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],O=C(Nc1nccs1)c1ccccc1,O=C(Nc1nccs1)c1ccccc1,True,6,4
438,sufentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,c1ccc(NC2CCN(CCc3cccs3)CC2)cc1,c1ccc(NC2CCN(CCc3cccs3)CC2)cc1,True,12,0
439,torasemide,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,c1ccc(Nc2ccncc2)cc1,c1ccc(Nc2ccncc2)cc1,True,15,5
440,desflurane,C(C(F)(F)F)(OC(F)F)F,,ACYCLIC::FC(F)OC(F)C(F)(F)F,False,17,8
441,buserelin,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,True,60,2
442,misoprostol,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,O=C1CCCC1,O=C1CCCC1,True,10,6
443,lodoxamide,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N.C(C(CO)(CO)N)O,c1ccccc1,c1ccccc1,True,7,0
444,atracurium,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,O=C(CC[NH+]1CCc2ccccc2C1Cc1ccccc1)OCCCCCOC(=O)CC[NH+]1CCc2ccccc2C1Cc1ccccc1,O=C(CC[NH+]1CCc2ccccc2C1Cc1ccccc1)OCCCCCOC(=O)CC[NH+]1CCc2ccccc2C1Cc1ccccc1,True,5,6
445,nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],c1ccncc1,c1ccncc1,True,73,6
446,naftifine,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,C(=Cc1ccccc1)CNCc1cccc2ccccc12,C(=Cc1ccccc1)CNCc1cccc2ccccc12,True,6,4
447,goserelin,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,True,111,2
448,alfentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,O=c1[nH]nnn1CCN1CCC(Nc2ccccc2)CC1,O=c1[nH]nnn1CCN1CCC(Nc2ccccc2)CC1,True,17,9
449,miglustat,CCCCN1CC(C(C(C1CO)O)O)O,C1CCNCC1,C1CCNCC1,True,43,1
450,iloprost,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,C=C1CC2CCCC2C1,C=C1CC2CCCC2C1,True,23,1
451,octreotide,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O.CC(=O)O,O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2ccccc2)CSSCCN1,O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2ccccc2)CSSCCN1,True,26,9
452,simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,True,30,6
453,clarithromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,True,56,8
454,treprostinil,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,c1ccc2c(c1)CC1CCCC1C2,c1ccc2c(c1)CC1CCCC1C2,True,26,5
455,atomoxetine,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2.Cl,c1ccc(COc2ccccc2)cc1,c1ccc(COc2ccccc2)cc1,True,78,5
456,moexipril,CC(C(=O)N1CC2=CC(=C(C=C2CC1C(=O)O)OC)OC)NC(CCC3=CC=CC=C3)C(=O)O,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,True,12,1
457,milnacipran,CCN(CC)C(=O)C1(CC1C[NH3+])C2=CC=CC=C2.[Cl-],c1ccc(C2CC2)cc1,c1ccc(C2CC2)cc1,True,32,8
458,fosphenytoin,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)([O-])[O-])C3=CC=CC=C3.[Na+].[Na+],O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,True,187,1
459,ranolazine,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,O=C(CN1CCN(CCCOc2ccccc2)CC1)Nc1ccccc1,O=C(CN1CCN(CCCOc2ccccc2)CC1)Nc1ccccc1,True,9,5
460,imiquimod,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,c1ccc2c(c1)ncc1nc[nH]c12,c1ccc2c(c1)ncc1nc[nH]c12,True,111,5
461,rotigotine,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,c1csc(CCNC2CCc3ccccc3C2)c1,c1csc(CCNC2CCc3ccccc3C2)c1,True,37,5
462,levetiracetam,CCC(C(=O)N)N1CCCC1=O,O=C1CCCN1,O=C1CCCN1,True,82,9
463,esmolol,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,c1ccccc1,c1ccccc1,True,20,0
464,tamsulosin,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,c1ccc(CCNCCOc2ccccc2)cc1,c1ccc(CCNCCOc2ccccc2)cc1,True,41,2
