model,fold,drug_index,drug_name,positive_count,AP,AUROC,nDCG@10,P@15,R@15,rare_AP,middle_AP,frequent_AP,nonhot100_AP,top15_hot_fraction,top_ranked_true_positives,top_ranked_nonhot_true_positives
CAFNet,8,497,lercanidipine,52,0.31657280174996033,0.8091417605748816,0.617585285916322,0.6,0.17307692307692307,0.00392156862745098,0.02051578181329736,0.36401429643826627,0.05362823690525187,1.0,flushing; headache; asthenia; dizziness; diarrhoea,angina pectoris; angiopathy; polyuria; urine output increased; mediastinal disorder
CAFNet-D,8,497,lercanidipine,52,0.3684684920268215,0.8200024497795197,0.7753366239771086,0.6,0.17307692307692307,0.0034129692832764505,0.02522724543786365,0.4251415345287992,0.05551471330999923,1.0,headache; nausea; dizziness; diarrhoea; asthenia,angina pectoris; hypoglycaemia; polyuria; urine output increased; gynaecomastia
CAFNet-DG,8,497,lercanidipine,52,0.3696430644660564,0.8269434917524089,0.7849818707050383,0.5333333333333333,0.15384615384615385,0.0033783783783783786,0.021547525860148346,0.4233540489079148,0.06232012132157151,1.0,headache; nausea; dizziness; diarrhoea; asthenia,angina pectoris; polyuria; urine output increased; hypoglycaemia; gynaecomastia
CAFNet,8,533,eslicarbazepine,8,0.03071868363022735,0.7487322515212981,0.0,0.0,0.0,,,0.03457601461538873,0.0107542627524094,0.8,cough; infection; vertigo; urinary tract infection; malnutrition,malnutrition; hyponatraemia; infestation; mediastinal disorder
CAFNet-D,8,533,eslicarbazepine,8,0.03784762683407569,0.841658215010142,0.0,0.0,0.0,,,0.04005386910160136,0.013400467029021531,1.0,cough; urinary tract infection; infection; vertigo; malnutrition,malnutrition; mediastinal disorder; hyponatraemia; infestation
CAFNet-DG,8,533,eslicarbazepine,8,0.03606530018746366,0.8406440162271805,0.0,0.0,0.0,,,0.03817105629542312,0.013430845222046933,1.0,cough; infection; urinary tract infection; vertigo; malnutrition,malnutrition; hyponatraemia; mediastinal disorder; infestation
CAFNet,8,547,fondaparinux,70,0.5895413097166071,0.9045454545454544,1.0,1.0,0.21428571428571427,0.030339853332637404,0.10030006424848509,0.6650163172924668,0.11819906036299935,1.0,nausea; diarrhoea; vomiting; dizziness; fatigue,atrial fibrillation; haematoma; haemoglobin; urinary retention; haemorrhage intracranial
CAFNet-D,8,547,fondaparinux,70,0.5463838771775607,0.9044063079777365,1.0,0.9333333333333333,0.2,0.06697465571594491,0.06294363960504135,0.6203081392058637,0.10145323147224229,1.0,nausea; headache; diarrhoea; vomiting; dizziness,haemoglobin; hot flush; menopausal symptoms; atrial fibrillation; hyperbilirubinaemia
CAFNet-DG,8,547,fondaparinux,70,0.5914450110606361,0.9149814471243043,1.0,0.9333333333333333,0.2,0.0599504662004662,0.08120281748126461,0.6650024044375478,0.11357627133630614,1.0,nausea; diarrhoea; vomiting; headache; dizziness,haemoglobin; atrial fibrillation; hyperbilirubinaemia; urinary retention; hot flush
CAFNet,8,549,gefitinib,65,0.3465987473848369,0.834760288151031,0.5829393865084945,0.6666666666666666,0.15384615384615385,0.005790663237471749,0.07354742388397295,0.4389939506288113,0.13440334565938483,0.8,dry skin; weight decreased; alanine aminotransferase increased; aspartate aminotransferase increased; alopecia,nail disorder; mediastinal disorder; acne; haemoglobin; malnutrition
CAFNet-D,8,549,gefitinib,65,0.36295602126910115,0.8521321520245093,0.793584067764911,0.7333333333333333,0.16923076923076924,0.012315094068648572,0.11096372404456992,0.4560683649291903,0.10176640222262899,1.0,nausea; diarrhoea; dermatitis; rash; vomiting,nail disorder; mouth ulceration; interstitial lung disease; skin disorder; acne
CAFNet-DG,8,549,gefitinib,65,0.3957518291778035,0.8697524219590957,0.793584067764911,0.6666666666666666,0.15384615384615385,0.011457609999368727,0.11417293056292543,0.4822849709134077,0.12165541805335708,0.8666666666666667,diarrhoea; dermatitis; nausea; rash; vomiting,nail disorder; interstitial lung disease; acne; haemoglobin; skin disorder
CAFNet,8,553,bimatoprost,38,0.1320441623649043,0.6816229905307202,0.31488013066763093,0.26666666666666666,0.10526315789473684,0.035442214797863816,0.034336681437656086,0.21178224103316046,0.029177439028430847,1.0,headache; dizziness; asthenia; pruritus; pain,lacrimation increased; cataract; eye irritation; iritis; blepharitis
CAFNet-D,8,553,bimatoprost,38,0.1501100115141998,0.5776536005285179,0.39092738420022166,0.3333333333333333,0.13157894736842105,0.018853471865859835,0.02407319844857924,0.25289339429143226,0.023370759404937914,1.0,headache; dizziness; asthenia; pruritus; pain,eye pain; dry eye; photophobia; cataract; hirsutism
CAFNet-DG,8,553,bimatoprost,38,0.15371629377923351,0.5889671878440872,0.4085359184257957,0.26666666666666666,0.10526315789473684,0.0195031371734207,0.024714289437654476,0.2587725592423797,0.023832247560030426,1.0,headache; dizziness; asthenia; pruritus; pain,eye pain; dry eye; cataract; photophobia; hirsutism
CAFNet,8,568,ertapenem,51,0.3341925290003481,0.5976337512735741,0.933745776545611,0.6666666666666666,0.19607843137254902,0.02029396665329123,0.012939472417080319,0.46978134146017053,0.06963546747091719,1.0,diarrhoea; rash; nausea; dermatitis; vomiting,eosinophilia; vaginal infection; thrombophlebitis; blood creatinine increased; thrombocytosis
CAFNet-D,8,568,ertapenem,51,0.4259882195847856,0.7703615910839415,0.9363792118010483,0.7333333333333333,0.21568627450980393,0.03631110600979855,0.01955497249676824,0.5663048067897474,0.09117407446975595,1.0,nausea; diarrhoea; vomiting; headache; dermatitis,thrombophlebitis; eosinophilia; vaginal infection; blood creatinine increased; swelling
CAFNet-DG,8,568,ertapenem,51,0.40822659555026064,0.7421870126629656,0.9363792118010483,0.7333333333333333,0.21568627450980393,0.03532587470825682,0.015773491942802993,0.547480237165909,0.12284867314442435,1.0,nausea; diarrhoea; vomiting; dermatitis; headache,eosinophilia; vaginal infection; thrombophlebitis; blood creatinine increased; thrombocytosis
CAFNet,8,617,salmeterol.and.fluticasone,34,0.1241313161042279,0.7521446078431373,0.2200917662980802,0.13333333333333333,0.058823529411764705,0.08936950146627566,0.2665985116416151,0.11867785627435304,0.13000943814129443,0.7333333333333333,throat irritation; headache; musculoskeletal discomfort; candida infection; oral candidiasis,throat irritation; candida infection; oral candidiasis; dysphonia; contusion
CAFNet-D,8,617,salmeterol.and.fluticasone,34,0.11094535866924207,0.7786764705882352,0.20248323207250618,0.13333333333333333,0.058823529411764705,0.12012149357350596,0.05313314516839625,0.13368635247183328,0.07864221539528156,1.0,headache; musculoskeletal discomfort; arthralgia; dyspnoea; pneumonia,throat irritation; candida infection; contusion; cushing's syndrome; bronchospasm
CAFNet-DG,8,617,salmeterol.and.fluticasone,34,0.12934574420452083,0.7831188725490195,0.2200917662980802,0.13333333333333333,0.058823529411764705,0.12563025210084033,0.27121695964027415,0.15288378667856073,0.1331885036992806,1.0,headache; musculoskeletal discomfort; throat irritation; dyspnoea; arthralgia,throat irritation; candida infection; oral candidiasis; dysphonia; contusion
CAFNet,8,625,entacapone,45,0.38319303423941997,0.8921203606135113,0.791726719367984,0.5333333333333333,0.17777777777777778,0.058823529411764705,0.04081010120817945,0.41270409438912475,0.06790592108626442,0.9333333333333333,hyperhidrosis; anxiety; gastrointestinal disorder; feeling abnormal; asthenia,mental disorder; dyskinesia; hypokinesia; hyperkinesia; hallucination
CAFNet-D,8,625,entacapone,45,0.34279983001844605,0.8283807516684228,0.5795003533950693,0.6666666666666666,0.2222222222222222,0.034482758620689655,0.015512254932765798,0.3790532315696382,0.03146116550836276,1.0,nausea; diarrhoea; vomiting; dizziness; asthenia,gastritis; mental disorder; colitis; bacterial infection; hepatitis
CAFNet-DG,8,625,entacapone,45,0.39640849121962546,0.8596183116731062,0.6578986223737447,0.6,0.2,0.043478260869565216,0.022643510013381413,0.43262031675476464,0.03908442235797953,1.0,nausea; vomiting; diarrhoea; asthenia; dizziness,gastritis; mental disorder; colitis; hallucination; bacterial infection
CAFNet,8,628,lamivudine.and.abacavir,20,0.4216929953499646,0.9705338809034908,0.4982506457922279,0.5333333333333333,0.4,,,0.4477066083938173,0.010869565217391304,0.8666666666666667,nausea; body temperature increased; diarrhoea; vomiting; rash,lethargy
CAFNet-D,8,628,lamivudine.and.abacavir,20,0.5850532208659065,0.9715092402464066,0.8512360941594274,0.6666666666666666,0.5,,,0.5874056504176934,0.014705882352941176,1.0,nausea; diarrhoea; headache; vomiting; dermatitis,lethargy
CAFNet-DG,8,628,lamivudine.and.abacavir,20,0.628622990479664,0.9764373716632444,0.8701249883466594,0.6666666666666666,0.5,,,0.6317217239498968,0.014925373134328358,1.0,nausea; diarrhoea; headache; vomiting; dermatitis,lethargy
CAFNet,8,639,ofatumumab,36,0.44160109591982927,0.937485502203665,0.6777277508780453,0.5333333333333333,0.2222222222222222,0.016129032258064516,,0.4620113018145449,0.031034366491794745,0.9333333333333333,musculoskeletal discomfort; arthralgia; anaemia; back pain; neutropenia,lymphopenia; sepsis; herpes simplex; herpes zoster; lower respiratory tract infection
CAFNet-D,8,639,ofatumumab,36,0.49820318458346424,0.9575794479239156,0.6578986223737447,0.5333333333333333,0.2222222222222222,0.058823529411764705,,0.5137634732177571,0.08939127869837672,1.0,nausea; diarrhoea; dermatitis; headache; rash,sepsis; herpes simplex; lymphopenia; herpes zoster; lower respiratory tract infection
CAFNet-DG,8,639,ofatumumab,36,0.5365836609172412,0.961145905822315,0.7948833326720566,0.8,0.3333333333333333,0.06666666666666667,,0.550873063777753,0.05285163247966986,1.0,nausea; headache; diarrhoea; dermatitis; musculoskeletal discomfort,sepsis; lymphopenia; herpes simplex; herpes zoster; lower respiratory tract infection
CAFNet,8,641,gadobutrol,7,0.6868997599039615,0.9907367202200029,0.7041249493150387,0.26666666666666666,0.5714285714285714,,,0.6877681923833363,1.0,0.8,injection site pain; headache; nausea; dizziness; dermatitis,injection site pain
CAFNet-D,8,641,gadobutrol,7,0.6615646258503401,0.9907367202200029,0.7562251525126248,0.3333333333333333,0.7142857142857143,,,0.6618893011750153,0.16666666666666666,1.0,headache; nausea; dizziness; dermatitis; rash,injection site pain
CAFNet-DG,8,641,gadobutrol,7,0.6711145996860282,0.9947894051237516,0.7519130642865629,0.4,0.8571428571428571,,,0.6711145996860282,1.0,0.9333333333333333,headache; nausea; dizziness; dermatitis; rash,injection site pain
CAFNet,8,657,ingenol.mebutate,16,0.050577986969018295,0.7524923312883435,0.08514311764162101,0.06666666666666667,0.0625,0.14953659059252117,0.23454279990424567,0.062055885580233845,0.05489468743396054,0.9333333333333333,headache; nasopharyngitis; application site pain; application site erythema; application site pruritus,application site pain; application site erythema; application site pruritus; eye pain; application site irritation
CAFNet-D,8,657,ingenol.mebutate,16,0.047873541607752125,0.6761247443762781,0.1100458831490401,0.06666666666666667,0.0625,0.023501539310362838,0.043965938833819926,0.1008426152510835,0.026620937272718255,1.0,headache; nasopharyngitis; eye pain; erythema; swelling,eye pain; swelling; ulcer; application site pain; instillation site pain
CAFNet-DG,8,657,ingenol.mebutate,16,0.059113820754769314,0.7050741308793457,0.1388624438735545,0.06666666666666667,0.0625,0.03353873883765188,0.054207755800350296,0.12769620530818163,0.027447343100612517,1.0,headache; nasopharyngitis; eye pain; erythema; ulcer,eye pain; ulcer; application site pain; swelling; application site erythema
CAFNet,8,664,eltrombopag,35,0.6711960819512021,0.9466110531803962,1.0,1.0,0.42857142857142855,,0.019188596491228067,0.7132929922661725,0.02911340264885255,1.0,alanine aminotransferase increased; aspartate aminotransferase increased; nausea; diarrhoea; arthralgia,hyperbilirubinaemia; oropharyngeal pain; ecchymosis; cataract; transaminases increased
CAFNet-D,8,664,eltrombopag,35,0.540324381666116,0.9331446447192016,0.9266360779006398,0.7333333333333333,0.3142857142857143,,0.06282051282051282,0.6076242546889827,0.05462832098302817,1.0,nausea; diarrhoea; vomiting; headache; dermatitis,rhinorrhoea; transaminases increased; oropharyngeal pain; hyperbilirubinaemia; cataract
CAFNet-DG,8,664,eltrombopag,35,0.6379687982507537,0.9533144644719201,0.9266360779006398,0.8,0.34285714285714286,,0.05518018018018018,0.6797771253201043,0.03868441417759978,1.0,nausea; diarrhoea; vomiting; headache; dermatitis,oropharyngeal pain; transaminases increased; rhinorrhoea; hyperbilirubinaemia; cataract
CAFNet,8,668,ticagrelor,16,0.16632085804894756,0.9135352760736196,0.15139734109600997,0.2,0.1875,0.00641025641025641,,0.17727893230860697,0.031054395528313992,0.9333333333333333,diarrhoea; nausea; cough; asthenia; headache,haemoglobin; atrial fibrillation; non-cardiac chest pain
CAFNet-D,8,668,ticagrelor,16,0.5118266064462418,0.9334739263803681,0.7019727018777485,0.5333333333333333,0.5,0.008771929824561403,,0.5449014031453298,0.030566714609267798,1.0,nausea; headache; diarrhoea; dizziness; asthenia,haemoglobin; atrial fibrillation; non-cardiac chest pain
CAFNet-DG,8,668,ticagrelor,16,0.45920964134230097,0.9299591002044989,0.6840182226156365,0.4666666666666667,0.4375,0.008620689655172414,,0.48854836780552546,0.033022323588361324,1.0,nausea; diarrhoea; headache; asthenia; dizziness,haemoglobin; atrial fibrillation; non-cardiac chest pain
CAFNet,8,669,dapagliflozin,12,0.18209149695505908,0.8506449422946369,0.21408371436984164,0.2,0.25,,,0.18919075178321548,0.0013850415512465374,0.9333333333333333,constipation; nausea; dizziness; back pain; pain in extremity,blood creatinine increased
CAFNet-D,8,669,dapagliflozin,12,0.35191488195028836,0.968601493550577,0.442219594238013,0.3333333333333333,0.4166666666666667,,,0.3541374699102035,0.00909090909090909,1.0,nausea; dizziness; dermatitis; rash; back pain,blood creatinine increased
CAFNet-DG,8,669,dapagliflozin,12,0.2926596903074631,0.9633401221995926,0.2902597849695645,0.26666666666666666,0.3333333333333333,,,0.2953949514524995,0.007407407407407408,1.0,nausea; dizziness; constipation; back pain; dermatitis,blood creatinine increased
CAFNet,8,698,simeprevir,15,0.3016382145780906,0.926796050391556,0.34181895781690264,0.4,0.4,,0.011111111111111112,0.3238374985891194,0.008647284670876014,1.0,headache; nausea; fatigue; dermatitis; rash,photosensitivity reaction; mediastinal disorder; hepatobiliary disease
CAFNet-D,8,698,simeprevir,15,0.4260698820450399,0.9343547837929859,0.596517333399007,0.5333333333333333,0.5333333333333333,,0.03225806451612903,0.4541523642677529,0.01069049009425061,1.0,nausea; headache; dermatitis; rash; asthenia,hepatobiliary disease; photosensitivity reaction; mediastinal disorder
CAFNet-DG,8,698,simeprevir,15,0.4309280870557194,0.9376915219611849,0.6216966993238304,0.4666666666666667,0.4666666666666667,,0.03571428571428571,0.4589633333187428,0.01115375317380153,1.0,nausea; headache; dermatitis; rash; asthenia,hepatobiliary disease; photosensitivity reaction; mediastinal disorder
CAFNet,8,724,piroxicam,16,0.5984348020508043,0.9755240286298568,0.6332196796270029,0.5333333333333333,0.5,,,0.6012746927647794,0.007407407407407408,1.0,pruritus; rash; dermatitis; nausea; diarrhoea,abdominal discomfort
CAFNet-D,8,724,piroxicam,16,0.6296985416973807,0.9776968302658486,0.77523873680463,0.6,0.5625,,,0.6300912761107337,0.009009009009009009,1.0,nausea; headache; diarrhoea; dizziness; dermatitis,abdominal discomfort
CAFNet-DG,8,724,piroxicam,16,0.6562901199992491,0.9802530674846627,0.7721596254947203,0.6,0.5625,,,0.6565781535158766,0.009900990099009901,1.0,nausea; headache; diarrhoea; dizziness; dermatitis,abdominal discomfort
CAFNet,8,729,cobicistat,32,0.6148879128868455,0.939968814968815,0.9266360779006398,0.9333333333333333,0.4375,,0.008064516129032258,0.6366674859238813,0.09317819650665632,1.0,fatigue; asthenia; nausea; diarrhoea; vomiting,abnormal dreams; sleep disorder; increased appetite; jaundice; nephrolithiasis
CAFNet-D,8,729,cobicistat,32,0.6297046108887668,0.9285018191268192,1.0,0.8666666666666667,0.40625,,0.007462686567164179,0.650040305503594,0.05306615166734804,1.0,headache; nausea; dizziness; vomiting; diarrhoea,increased appetite; sleep disorder; abnormal dreams; nephrolithiasis; hyperbilirubinaemia
CAFNet-DG,8,729,cobicistat,32,0.6433199565509825,0.9397089397089397,0.933745776545611,0.9333333333333333,0.4375,,0.007751937984496124,0.6634726544700751,0.0884026547356461,1.0,nausea; headache; asthenia; diarrhoea; vomiting,abnormal dreams; sleep disorder; increased appetite; nephrolithiasis; hyperbilirubinaemia
CAFNet,9,10,acetylcysteine,14,0.05993076911434525,0.6982507288629738,0.0,0.06666666666666667,0.07142857142857142,0.005468704427463104,,0.07542352091763833,0.005116418200481997,0.8666666666666667,dermatitis; rash; pruritus; oedema; hypotension,anaphylactic shock; throat tightness; rhinorrhoea; rhonchi
CAFNet-D,9,10,acetylcysteine,14,0.13322007222431387,0.8372448979591837,0.16354138662029638,0.13333333333333333,0.14285714285714285,0.006168693438914028,,0.1530745266287499,0.01810407298212176,1.0,dermatitis; rash; pruritus; nasopharyngitis; oedema,rhinorrhoea; anaphylactic shock; rhonchi; throat tightness
CAFNet-DG,9,10,acetylcysteine,14,0.11718004698039522,0.8237609329446063,0.16354138662029638,0.13333333333333333,0.14285714285714285,0.005747472315840154,,0.1345608554750116,0.013209706849589904,1.0,dermatitis; rash; pruritus; oedema; hypotension,rhinorrhoea; anaphylactic shock; rhonchi; throat tightness
CAFNet,9,18,quinidine,20,0.47451032492830403,0.9250513347022586,0.7183627972686238,0.5333333333333333,0.4,,0.04424188528234771,0.5237029092014323,0.02818597218192184,1.0,asthenia; diarrhoea; fatigue; nausea; vomiting,arrhythmia; electrocardiogram abnormal; angina pectoris; abdominal discomfort; cerebral ischaemia
CAFNet-D,9,18,quinidine,20,0.5836418085981002,0.9081108829568789,0.9363792118010483,0.6666666666666666,0.5,,0.011781988247991365,0.6442474773069987,0.0610402798902447,1.0,nausea; headache; diarrhoea; dizziness; asthenia,arrhythmia; abdominal discomfort; angina pectoris; electrocardiogram abnormal; cerebral ischaemia
CAFNet-DG,9,18,quinidine,20,0.5827134433136113,0.9161190965092403,0.9363792118010483,0.6666666666666666,0.5,,0.03145424836601307,0.6412611682003387,0.037580780333761325,1.0,nausea; diarrhoea; asthenia; headache; vomiting,arrhythmia; abdominal discomfort; angina pectoris; electrocardiogram abnormal; cerebral ischaemia
CAFNet,9,39,alprazolam,142,0.5006041405306473,0.8177196984725252,0.6470538417566039,0.6,0.06338028169014084,0.05841544856484038,0.1552444873460899,0.6096497225269484,0.3081396642942404,1.0,somnolence; headache; dizziness; asthenia; dyspepsia,chest discomfort; disturbance in attention; hangover; ear pain; ataxia
CAFNet-D,9,39,alprazolam,142,0.5995991833669444,0.8917873437809958,0.8165901947515998,0.7333333333333333,0.07746478873239436,0.12352539081399885,0.2979109747262745,0.6736171633736682,0.3932742996468068,1.0,headache; dizziness; vomiting; diarrhoea; asthenia,lethargy; nasal congestion; abnormal dreams; mental disability; euphoric mood
CAFNet-DG,9,39,alprazolam,142,0.5894362683779713,0.8920022482311711,0.7624164915943118,0.6666666666666666,0.07042253521126761,0.11594566896722541,0.2910434947407157,0.661050093228219,0.399912701310026,1.0,headache; dizziness; somnolence; asthenia; vomiting,chest discomfort; hangover; lethargy; mental disability; disturbance in attention
CAFNet,9,51,apomorphine,18,0.22067422321142513,0.8620218579234973,0.4505655760587972,0.26666666666666666,0.2222222222222222,,0.005050505050505051,0.24114125633063185,0.03111036545798393,1.0,somnolence; dizziness; nausea; vomiting; chest pain,hallucination; swelling; dyskinesia; contusion; angina pectoris
CAFNet-D,9,51,apomorphine,18,0.24693492908739748,0.9178051001821493,0.3340514446642156,0.3333333333333333,0.2777777777777778,,0.011363636363636364,0.2613148140038673,0.10047695168261024,1.0,nausea; dizziness; vomiting; pruritus; somnolence,dyskinesia; hallucination; swelling; rhinorrhoea; angina pectoris
CAFNet-DG,9,51,apomorphine,18,0.2600918266244059,0.9172928051001822,0.41706061349150547,0.26666666666666666,0.2222222222222222,,0.011111111111111112,0.27502576067395973,0.07406716815238881,1.0,dizziness; nausea; vomiting; somnolence; pruritus,dyskinesia; hallucination; swelling; rhinorrhoea; angina pectoris
CAFNet,9,58,azelastine,16,0.2680223943028685,0.8479038854805727,0.4381081808305046,0.3333333333333333,0.3125,0.005263157894736842,0.007868952847519902,0.3243141574529855,0.0033453685695604357,0.9333333333333333,somnolence; asthenia; nausea; fatigue; dry mouth,dysaesthesia; sneezing; nasal discomfort
CAFNet-D,9,58,azelastine,16,0.2597197763200514,0.8978783231083844,0.46429130629958176,0.4,0.375,0.03571428571428571,0.034820031298904534,0.3103080191974698,0.008151059823612423,1.0,nausea; dizziness; asthenia; fatigue; somnolence,dysaesthesia; sneezing; nasal discomfort
CAFNet-DG,9,58,azelastine,16,0.3168082862529883,0.8963445807770961,0.4982710309705437,0.4,0.375,0.03225806451612903,0.02708672401767031,0.3806756402193712,0.006581490975077468,1.0,nausea; dizziness; somnolence; asthenia; fatigue,dysaesthesia; sneezing; nasal discomfort
CAFNet,9,71,bromazepam,12,0.14543512710849754,0.9181093007467754,0.1100458831490401,0.13333333333333333,0.16666666666666666,,,0.15086725479210517,0.022787446879625653,0.8666666666666667,somnolence; headache; vomiting; nausea; dizziness,ataxia; speech disorder; sleep disorder
CAFNet-D,9,71,bromazepam,12,0.4218168976914011,0.9478954514596062,0.6110191504983019,0.3333333333333333,0.4166666666666667,,,0.4237305198046198,0.0321073761933977,1.0,headache; dizziness; nausea; vomiting; somnolence,ataxia; sleep disorder; speech disorder
CAFNet-DG,9,71,bromazepam,12,0.4060192790644109,0.9525627970128989,0.5965377185773229,0.3333333333333333,0.4166666666666667,,,0.40725904483919473,0.053841991341991344,1.0,headache; dizziness; nausea; vomiting; somnolence,ataxia; speech disorder; sleep disorder
CAFNet,9,81,cabergoline,64,0.6900654615526669,0.9266801075268817,0.9363792118010483,0.9333333333333333,0.21875,0.006578947368421052,0.012400310574281358,0.7346005424884864,0.19072386012421239,1.0,asthenia; headache; somnolence; fatigue; dry mouth,hallucination; sleep disorder; disturbance in attention; dysmenorrhoea; influenza like illness
CAFNet-D,9,81,cabergoline,64,0.5044989351869817,0.8784778225806451,0.793584067764911,0.8,0.1875,0.010309278350515464,0.008306629714945939,0.5425062539853577,0.04350910194001104,1.0,dizziness; diarrhoea; nausea; headache; asthenia,hallucination; sleep disorder; influenza like illness; acne; gastritis
CAFNet-DG,9,81,cabergoline,64,0.6403446276279915,0.9134576612903227,0.8701249883466594,0.8,0.1875,0.009708737864077669,0.008405838635104412,0.6811104492774575,0.1524626948094704,1.0,headache; asthenia; nausea; dizziness; diarrhoea,hallucination; sleep disorder; disturbance in attention; influenza like illness; acne
CAFNet,9,83,verapamil,31,0.3733095810719158,0.9360868254446789,0.42696207545852366,0.5333333333333333,0.25806451612903225,,0.02557471264367816,0.39516886385905436,0.08056749492125766,1.0,rhinitis; pharyngitis; dyspepsia; influenza; nausea,injury; abdominal discomfort; cardiac failure; hepatic enzyme increased; atrioventricular block
CAFNet-D,9,83,verapamil,31,0.3747204677202463,0.9179311961946872,0.4760705018418427,0.5333333333333333,0.25806451612903225,,0.018168835290384003,0.39857025855763545,0.03328816039988578,1.0,nausea; dizziness; diarrhoea; asthenia; dyspepsia,injury; abdominal discomfort; cardiac failure; atrioventricular block; electrocardiogram abnormal
CAFNet-DG,9,83,verapamil,31,0.4245788412162262,0.9322011188155294,0.5494344239412028,0.5333333333333333,0.25806451612903225,,0.020833333333333336,0.45026447102025574,0.07651917321492771,1.0,nausea; dizziness; diarrhoea; asthenia; dyspepsia,injury; abdominal discomfort; cardiac failure; atrioventricular block; electrocardiogram abnormal
CAFNet,9,96,cefixime,5,0.6285714285714286,0.9965621840242669,0.7426050123677905,0.3333333333333333,1.0,,,0.6285714285714286,,0.8666666666666667,diarrhoea; nausea; gastrointestinal pain; abdominal pain; dyspepsia,
CAFNet-D,9,96,cefixime,5,0.5586904761904762,0.9933265925176946,0.5531464700081437,0.26666666666666666,0.8,,,0.5586904761904763,,1.0,diarrhoea; nausea; abdominal pain; gastrointestinal pain; dyspepsia,
CAFNet-DG,9,96,cefixime,5,0.6523809523809524,0.9963599595551061,0.7731930041332795,0.3333333333333333,1.0,,,0.6523809523809524,,1.0,diarrhoea; nausea; abdominal pain; gastrointestinal pain; dyspepsia,
CAFNet,9,103,cilazapril,15,0.2901475065343099,0.9606401089547156,0.3164618153841292,0.4,0.4,,0.019230769230769232,0.30887634078224274,0.11155555555555556,0.9333333333333333,nausea; headache; dizziness; asthenia; fatigue,myocardial infarction; acute coronary syndrome; renal failure; face oedema; cerebrovascular disorder
CAFNet-D,9,103,cilazapril,15,0.4305849916646154,0.9180115764385427,0.6136525857537392,0.4,0.4,,0.013888888888888888,0.4644819438268709,0.0234197359053256,1.0,dizziness; headache; nausea; asthenia; fatigue,renal failure; myocardial infarction; acute coronary syndrome; cerebrovascular disorder; face oedema
CAFNet-DG,9,103,cilazapril,15,0.4383796157435888,0.9357167177391897,0.6207622843987103,0.4,0.4,,0.015625,0.47019349547215494,0.04715287329045777,1.0,headache; dizziness; nausea; asthenia; fatigue,myocardial infarction; acute coronary syndrome; renal failure; face oedema; cerebrovascular disorder
CAFNet,9,108,citalopram,296,0.6600071247143493,0.838926856656083,0.6025064803817581,0.6666666666666666,0.033783783783783786,0.22596128218310801,0.24585584445007003,0.7940943137404486,0.5242425093783387,0.7333333333333333,gastrointestinal disorder; gastrooesophageal reflux disease; somnolence; headache; nausea,gastrooesophageal reflux disease; nightmare; sleep disorder; ear pain; increased appetite
CAFNet-D,9,108,citalopram,296,0.7083258251297265,0.8259699527607836,1.0,1.0,0.05067567567567568,0.13024191565939072,0.2580592013031581,0.8481104318153516,0.5696039598074225,1.0,headache; nausea; vomiting; dizziness; diarrhoea,gastroenteritis; disturbance in sexual arousal; affect lability; libido decreased; mood swings
CAFNet-DG,9,108,citalopram,296,0.7149632800284251,0.845707813831023,0.9305687780632227,0.9333333333333333,0.0472972972972973,0.18142791624700752,0.2523663581398941,0.8386777364119664,0.5711703920783238,1.0,headache; nausea; vomiting; dizziness; asthenia,dysmenorrhoea; disturbance in sexual arousal; increased appetite; affect lability; libido decreased
CAFNet,9,111,clobazam,31,0.49378660984613565,0.9318996415770608,0.8553475075669357,0.6,0.2903225806451613,,,0.5013191415283673,0.14098500762539576,1.0,somnolence; dry mouth; headache; asthenia; fatigue,lethargy; ataxia; increased appetite; aggression; dysarthria
CAFNet-D,9,111,clobazam,31,0.5709062516661623,0.9641912035641309,0.8611375561264455,0.8,0.3870967741935484,,,0.5747739850999972,0.21028520351828622,1.0,headache; nausea; diarrhoea; vomiting; asthenia,ataxia; lethargy; increased appetite; dysarthria; aggression
CAFNet-DG,9,111,clobazam,31,0.5486370130175428,0.9601715070512176,0.8899541168509599,0.6666666666666666,0.3225806451612903,,,0.5524395720588553,0.2691702872173035,1.0,headache; somnolence; nausea; dry mouth; asthenia,lethargy; ataxia; increased appetite; dysarthria; aggression
CAFNet,9,114,clomifene,12,0.07353420670873559,0.8587067209775967,0.0,0.0,0.0,,0.14447548106765984,0.08184846660608537,0.02106370761124837,0.8,headache; weight increased; insomnia; vomiting; dizziness,breast tenderness; uterine haemorrhage; abdominal discomfort; menorrhagia; dermatitis atopic
CAFNet-D,9,114,clomifene,12,0.2596768841559786,0.7952308214528173,0.42492601381667106,0.26666666666666666,0.3333333333333333,,0.012131283264340625,0.3412233815158144,0.012095688556383564,1.0,headache; dizziness; vomiting; insomnia; flushing,abdominal discomfort; breast tenderness; menorrhagia; dermatitis atopic; uterine haemorrhage
CAFNet-DG,9,114,clomifene,12,0.26138828845245504,0.8227257298031229,0.42492601381667106,0.2,0.25,,0.017202230462274315,0.3419233215549059,0.012976455572557844,0.8666666666666667,headache; dizziness; vomiting; insomnia; weight increased,abdominal discomfort; breast tenderness; menorrhagia; dermatitis atopic; uterine haemorrhage
